"","metric","pval.linear","r2.linear","pval.quad","r2.quad"
"1","basalAreaPerHa",8.13323329636629e-206,1,4.14265572520325e-190,1
"2","stemsPerHa",3.03528322496175e-05,0.7495,6.28393597827549e-05,0.74958
"3","C_MinM",0.013426323275039,0.38602,0.0169872123571994,0.39594
"4","P_MinM",0.0210955332125997,0.34595,0.0265830364940227,0.3497
