"","metric","pval.linear","r2.linear","pval.quad","r2.quad"
"1","FEve",8.75263358673966e-212,1,2.08000852187049e-198,1
"2","MDFAnnHSNum",0.0303563905038997,0.31227,0.0372164615338015,0.31711
"3","HSMeanDur",0.027234446346586,0.32244,0.0321786868485499,0.34059
"4","plotID",0.0558530268363807,0.25323,0.0665865146722905,0.25337
"5","X",0.0558530268363807,0.25323,0.0665865146722905,0.25337
