"","metric","pval.linear","r2.linear","pval.quad","r2.quad"
"1","basalAreaPerHa.large",1.35398818278198e-207,1,8.16063064769039e-192,1
"2","stemsPerHa.large",7.24401648653625e-09,0.92959,2.0846553690477e-11,0.97984
