"","metric","pval.linear","r2.linear","pval.quad","r2.quad"
"1","maxheight.CWM",0.0498359082849025,0.2645,0.0491017097018376,0.33758
"2","nbsp",0.0237016046731707,0.33531,0.028478048431862,0.35057
"3","RaoQ",7.43228558206954e-11,0.96511,6.42750951794311e-11,0.97464
"4","FRic",0.000175818459949786,0.674,0.000313263923249558,0.6755
"5","FDis",5.66356903241957e-205,1,2.53415373082292e-189,1
"6","category",0.041276916422554,0.2829,0.0435900818960561,0.33249
"7","MA.7daysMinMeannorm",0.0401151821990154,0.28566,0.0438311337376746,0.32414
"8","LSPeaknorm",0.0198178876711384,0.35161,0.0251074672990594,0.35503
"9","P_MinM",0.019484153632819,0.35314,0.0159130317773214,0.46118
"10","M_MDFM",0.0382956006638365,0.29014,0.0333989482412377,0.39653
"11","P_MDFM",0.0447101167519405,0.27513,0.0497478011040302,0.30633
"12","CVAnnMRateFall",0.0211214686562271,0.34584,0.0257160961503638,0.3591
"13","CVAnnMRateRise",0.0379059031190227,0.29112,0.0457552221531563,0.29639
"14","CVAnnHSPeak",0.0157071624629588,0.37233,0.0172811025172367,0.41344
"15","CV",0.045601187899466,0.2732,0.0526757926682007,0.29054
