"","metric","pval.linear","r2.linear","pval.quad","r2.quad"
"1","nbsp",0.0301939269262244,0.31277,0.0108203587120935,0.58632
"2","FGR",3.06629516137604e-212,1,4.08554789186034e-196,1
"3","VarAnnLSMeanDur",0.0463635618120998,0.27158,0.033471404238192,0.43457
"4","CVAnnUnder0.1",0.018289880261078,0.35882,0.0148211441001704,0.46718
