"","metric","pval.linear","r2.linear","pval.quad","r2.quad"
"1","WD.CWM",3.63662099706183e-211,1,1.47258294123188e-196,1
"2","AS20YrARI",0.0458451094587939,0.27268,0.0347696897053954,0.42227
"3","M_MinM",0.001276147538751,0.56274,0.000505796355156065,0.69556
"4","M_MDFM",0.0114053978881463,0.39999,0.0143808633208349,0.41277
"5","C_MDFM",0.00283651559922224,0.50863,0.00330463664461495,0.54277
"6","CVAnnBFI",0.0186536467924868,0.35706,0.0142951376961291,0.47698
"7","BFI",0.00852887958924533,0.42424,0.00697751449494248,0.51754
"8","CVAnnMRateFall",0.00432400868772328,0.47769,0.00383615783377528,0.55081
"9","CVAnnMRateRise",0.00529655684421833,0.46219,0.00202544772790309,0.63955
"10","LSPeak",0.00269253475180984,0.51233,0.00373806491728103,0.52201
"11","HSPeak",0.00539364506734366,0.46079,0.00474323297508857,0.53732
"12","CVMDFDecember",0.0161380645876045,0.36994,0.014008958641843,0.46221
"13","CVMDFNovember",0.0136494001048403,0.38459,0.010208477115012,0.50175
"14","CVMDFOctober",0.00785595900362284,0.43095,0.00267670257942844,0.63596
"15","CVMDFSeptember",0.016476351401891,0.36811,0.0086217116112647,0.55036
"16","CVMDFAugust",0.00523186720029804,0.46314,0.00526563520690405,0.51935
"17","CVMDFJuly",0.00281146664710205,0.50926,0.00409061429299515,0.51162
"18","CVMDFJune",0.0174121369750864,0.36321,0.022542464307162,0.36321
"19","CVMDFMay",0.0108908675798868,0.4039,0.00764867619069658,0.52634
"20","CVMDFApril",0.011791680059774,0.39716,0.0111932358958789,0.46829
"21","CVMDFFebruary",0.0141404454869295,0.38152,0.0185258874901317,0.38226
"22","CVMDFJanuary",0.0241652090456569,0.33352,0.0098408433736806,0.57346
"23","MDFMDFOctober",0.00306580903245899,0.50305,0.000758247596996198,0.69864
"24","MDFMDFSeptember",0.00390126574028651,0.48539,0.00555910097675883,0.48745
"25","MDFMDFAugust",0.0217619069484552,0.34312,0.0277204191963313,0.34321
"26","MDFMDFMay",0.0431793551459967,0.27852,0.036800697556676,0.39411
"27","MDFMDFApril",0.0136616845592538,0.38451,0.00964357608801773,0.51173
"28","MDFMDFMarch",0.00605981104455785,0.45169,0.00567424533054162,0.51988
"29","CV",0.00674242988348368,0.44324,0.00506760476190721,0.54556
