"","metric","pval.linear","r2.linear","pval.quad","r2.quad"
"1","SLA.CWM",0.0466052077628499,0.27107,0.0381184719162913,0.40046
"2","nbsp",1.81066667991643e-202,1,4.6847650740271e-191,1
"3","FRic",0.00334008447219977,0.49683,0.00404337038944491,0.52523
"4","MDFMDFNovember",0.00490210816130749,0.46815,0.00674212980555469,0.47362
"5","MDFMDFJuly",0.0269358704968342,0.32347,0.0293680885409577,0.36496
"6","MDFMDFJanuary",0.00179191203174112,0.54044,0.00261139903489385,0.54673
