"","metric","pval.linear","r2.linear","pval.quad","r2.quad"
"1","leafratio.CWM",0.00587971679487706,0.45406,0.00706604330393857,0.48146
"2","FEve",9.74025487060028e-200,1,6.32731552114766e-186,1
"3","FRic",0.0246740590102957,0.3316,0.0311513037483317,0.33169
