"","richness","plotcover"
"1",0.733333333333333,0.826597131681877
"2",0.571428571428571,0.772300469483568
"3",0.615384615384615,0.715953307392996
"4",0.764705882352941,0.868772782503038
"5",0.916666666666667,0.983484723369116
"6",0.909090909090909,0.978283350568769
"7",0.9,0.878003696857671
"8",0.875,0.786096256684492
"9",0.789473684210526,0.882470119521912
"10",0.785714285714286,0.965719882468168
"11",0.882352941176471,0.969111969111969
"12",0.9,0.909791202108251
"13",0.761904761904762,0.775388838060384
"14",0.909090909090909,0.911359159553513
"15",0.666666666666667,0.850025419420437
