"","Label","Site","meanArea","sdArea","count"
"344","small leaf privet - 4.jpg","Cataract",578.84875,90.4381296338368,16
"345","small leaf privet - 5.jpg","Cataract",489.628888888889,122.179737026519,18
"346","smilax - 1.jpg","Jilliby",5366.5835,2374.79244470676,4
"347","smilax - 2.jpg","Jilliby",5745.4635,2516.02005689654,4
"348","smilax - 3.jpg","Jilliby",3649.512,415.922522538754,5
"349","smilax - 4.jpg","Jilliby",4172.7886,400.261950393489,5
"350","smilax - 5.jpg","Jilliby",16872.5305,14278.5923832575,2
"351","smooth gum - 2.jpg","Cataract",5872.16,774.131763429198,5
"352","smooth gum juvenile - 1.jpg","Cataract",6319.23,1419.95262751967,5
"353","snowy ck bursaria - 1.jpg","Snowy Ck",56.1809512195122,11.1056635325207,41
"354","snowy ck bursaria - 2.jpg","Snowy Ck",43.0111621621622,7.85185446076103,37
"355","snowy ck bursaria - 3.jpg","Snowy Ck",41.8981794871795,10.8063588732984,39
"356","snowy ck bursaria - 4.jpg","Snowy Ck",56.6729333333333,14.1281657977616,60
"357","snowy ck bursaria - 5.jpg","Snowy Ck",43.2553414634146,13.2097593838982,41
"358","snowy ck tea tree - 1.jpg","Snowy Ck",40.8874666666667,12.1643128899094,60
"359","snowy ck tea tree - 2.jpg","Snowy Ck",31.4747804878049,5.2560148140592,41
"360","snowy ck tea tree - 3.jpg","Snowy Ck",30.6683488372093,7.85434060426439,43
"361","snowy ck tea tree - 4.jpg","Snowy Ck",36.3783548387097,8.71774592444474,62
"362","snowy ck tea tree - 5.jpg","Snowy Ck",29.3007906976744,7.60888052449911,43
"363","spatula leaf - 1.jpg","Goodradigbee",94.3689230769231,31.8137079453303,39
"364","spatula leaf - 2.jpg","Goodradigbee",205.14092,91.8721103781048,25
"365","spatula leaf - 3.jpg","Goodradigbee",161.279852941176,60.9889617162003,34
"366","spatula leaf - 4.jpg","Goodradigbee",123.26696969697,45.3524936493883,33
"367","spatula leaf - 5.jpg","Goodradigbee",79.521037037037,21.5076011527257,27
"368","sportsman acacia - 1.jpg","Sportsmans",2095.73983333333,276.969663862609,6
"369","sportsman acacia - 2.jpg","Sportsmans",3661.18114285714,764.079348124357,7
"370","sportsman acacia - 3.jpg","Sportsmans",2604.022625,480.153710383884,8
"371","sportsman acacia - 4.jpg","Sportsmans",3611.15285714286,713.034473643556,7
"372","sportsman acacia - 5.jpg","Sportsmans",4004.45883333333,1055.37113841973,6
"373","stream edge carex - 1.jpg","Jacobs",570.717142857143,140.853647961747,14
"374","stream edge carex - 2.jpg","Jacobs",431.270285714286,110.072966824759,14
"375","stream edge carex - 3.jpg","Jacobs",729.454125,195.969120904608,8
"376","stream edge carex - 4.jpg","Jacobs",537.514625,129.222081879672,16
"377","stream edge carex - 5.jpg","Jacobs",565.549705882353,94.6660198399911,17
"378","syzygium - 1.jpg","Sportsmans",454.667,80.4950166746019,19
"379","syzygium - 2.jpg","Sportsmans",487.093411764706,167.613900726886,17
"380","syzygium - 3.jpg","Sportsmans",357.3182,55.9758371585455,15
"381","syzygium - 4.jpg","Sportsmans",598.5585,144.908478424079,12
"382","syzygium - 5.jpg","Sportsmans",597.259666666667,158.692479360314,15
"383","tea tree - 1.jpg","Tuross at Belowra",47.6146567164179,16.1481825831396,134
"384","tea tree - 2.jpg","Tuross at Belowra",38.1044803149606,10.3818906082081,127
"385","tea tree - 3.jpg","Tuross at Belowra",75.5743880597015,22.1230188326858,67
"386","tea tree - 4.jpg","Tuross at Belowra",41.7806634615385,13.0227386637035,104
"387","tea tree - 5.jpg","Tuross at Belowra",43.1563852459016,11.810205243419,122
"388","tea tree 2 - 1.jpg","Tuross at Belowra",62.6320540540541,11.2775148339663,37
"389","tea tree 2 - 2.jpg","Tuross at Belowra",54.4432903225806,9.86221637088928,31
"390","tea tree 2 - 3.jpg","Tuross at Belowra",82.3369428571429,18.648491200509,35
"391","toothed herb - 1.jpg","Genoa",2272.2924,337.931843297284,5
"392","toothed herb - 2.jpg","Genoa",1358.98833333333,125.889433884924,6
"393","toothed herb - 3.jpg","Genoa",1317.55185714286,250.486315660443,7
"394","toothed herb - 4.jpg","Genoa",2844.36428571429,284.567667520817,7
"395","tree daisy - 1.jpg","Jacobs",1107.15163157895,573.94429186202,38
"396","tree daisy - 2.jpg","Jacobs",306.81736,71.8279931241295,25
"397","tree daisy - 3.jpg","Jacobs",256.439,67.0849480252124,23
"398","tree daisy - 4.jpg","Jacobs",144.056137931034,40.0797585310699,29
"399","tree daisy - 5-1.jpg","Jacobs",212.680428571429,62.9461934103814,21
"400","tuross acacia 1.jpg","Tuross DS Wadbilliga",656.602461538462,149.168072375657,13
"401","tuross acacia 2.jpg","Tuross DS Wadbilliga",419.961470588235,113.906491173746,17
"402","tuross acacia 3.jpg","Tuross DS Wadbilliga",421.831533333333,89.7024674448548,15
"403","tuross acacia 4.jpg","Tuross DS Wadbilliga",483.748818181818,106.479987991001,11
"404","tuross acacia 5.jpg","Tuross DS Wadbilliga",424.007416666667,58.4961111721553,12
"405","unknown vine - 1.jpg","Jilliby",1863.03,320.287075517418,5
"406","unknown vine - 2.jpg","Jilliby",3541.795,862.861094259093,5
"407","unknown vine - 3.jpg","Jilliby",2639.5946,127.358829257339,5
"408","unknown vine - 4.jpg","Jilliby",2809.257,450.731650874442,5
"409","unknown vine - 5.jpg","Jilliby",2337.0132,417.528970413671,5
"410","viola hederacea - 1.jpg","Gibbo",342.907368421053,108.547758810074,19
"411","viola hederacea - 2.jpg","Gibbo",295.269090909091,94.8520271595555,22
"412","viola hederacea - 3.jpg","Gibbo",316.102857142857,44.2647859074069,21
"413","viola hederacea - 4.jpg","Gibbo",251.8875,49.908667717475,16
"414","viola hederacea - 5.jpg","Gibbo",317.994666666667,104.728698882034,15
"415","wadbilliga acacia 1.jpg","Wadbilliga",365.503090909091,70.7360920046542,11
"416","wadbilliga acacia 2.jpg","Wadbilliga",366.26825,95.9495136442503,12
"417","wadbilliga acacia 3.jpg","Wadbilliga",323.253538461538,50.2846392178489,13
"418","wadbilliga acacia 4.jpg","Wadbilliga",601.808928571429,146.069631109731,14
"419","wadbilliga acacia 5.jpg","Wadbilliga",522.200714285714,162.231421692038,14
"420","wiry grass 1.jpg","Wadbilliga",141.9961875,66.1340020737883,16
"421","wiry grass 2.jpg","Wadbilliga",192.048153846154,46.3366178701146,13
"422","wiry grass 3.jpg","Wadbilliga",119.322235294118,25.7508641154268,17
"423","wiry grass 4.jpg","Wadbilliga",196.019176470588,113.574956419888,17
"424","wiry grass 5.jpg","Wadbilliga",178.782666666667,93.871158407415,9
"425","wooly nightshade - 1.jpg","Cataract",14663.52,246.638845277867,2
"426","wooly nightshade - 2.jpg","Cataract",6390.515,1089.65068636697,4
"427","wooly nightshade - 3.jpg","Cataract",16797.765,1028.67773206676,2
"428","wooly nightshade - 4a.jpg","Cataract",25821.81,NA,1
"429","wooly nightshade - 5.jpg","Cataract",16930.435,576.581940447323,2
