"","metric","pval.linear","r2.linear","pval.quad","r2.quad","padj.linear","padj.quad"
"1","richness",0.000186131233709042,0.67122,0.000185060040079818,0.71442,0.00167518110338138,0.00166554036071837
"2","flowering.period.CWM",0.0265779547136916,0.32471,0.0230069323747349,0.42586,0.119600796211612,0.103531195686307
"3","FunRao",0.0157106428090929,0.37231,0.0128848308990364,0.47534,0.0807975915896205,0.0662648446236157
"4","simpson",8.62714791889576e-213,1,1.30138928443869e-197,1,3.10577325080248e-211,4.68500142397928e-196
"5","nbsp",1.19239404990354e-06,0.84655,2.93528745976143e-12,0.98683,2.14630928982637e-05,5.28351742757057e-11
"6","FGR",0.00012880744943525,0.68881,5.79605054169601e-05,0.77386,0.001545689393223,0.000695526065003522
"7","FEve",0.00723039253656873,0.43765,0.00518152207732103,0.54812,0.0520588262632949,0.0373069589567114
"8","FRic",0.0095921797503413,0.41454,0.00993649686244763,0.46804,0.0575530785020478,0.0596189811746858
