"","metric","pval.linear","r2.linear","pval.quad","r2.quad","padj.linear","padj.quad"
"1","richness",0.0130361663645398,0.38856,0.0170340199516378,0.3913,0.138490005587227,0.132013654625193
"2","leafratio.CWM",0.0178696781402873,0.3609,0.0164484959814341,0.44227,0.138490005587227,0.132013654625193
"3","simpson",0.0247750027053482,0.33122,0.0250631368615857,0.39288,0.153605016773159,0.155391448541831
"4","nbsp",0.0146034270218093,0.37872,0.0119327512614756,0.48112,0.138490005587227,0.132013654625193
"5","FEve",8.75098882861952e-207,1,2.12797188355277e-194,1,2.71280653687205e-205,6.59671283901359e-193
