"","metric","pval.linear","r2.linear","pval.quad","r2.quad","padj.linear","padj.quad"
"1","basalAreaPerHa.small",2.48662582353109e-06,0.82843,1.59356983519263e-06,0.8684,2.98395098823731e-05,1.91228380223115e-05
"2","stemsPerHa.small",9.40268926943131e-11,0.96382,9.55377425812382e-11,0.9729,1.69248406849764e-09,1.71967936646229e-09
"3","basalAreaPerHa",3.03528322496175e-05,0.7495,3.34997798048085e-05,0.78114,0.000273175490246557,0.000301498018243277
"4","stemsPerHa",3.92492604611353e-210,1,3.32642399536815e-194,1,1.41297337660087e-208,1.19751263833253e-192
"5","C_MaxM",0.00337731818818876,0.49602,0.00458177441737954,0.50731,0.0243166909549591,0.0329887758051327
"6","P_MaxM",0.00418287112845412,0.48018,0.00578139189387305,0.48651,0.0250972267707247,0.0346883513632383
