"","metric","pval.linear","r2.linear","pval.quad","r2.quad","padj.linear","padj.quad"
"1","CWM1",1.92437506239451e-214,1,4.64525413514255e-198,1,5.96556269342298e-213,1.44002878189419e-196
"2","richness",0.00457469239532047,0.47342,0.00638771714414969,0.47706,0.0283630928509869,0.0319088616409088
"3","flowering.period.CWM",4.87454821846188e-05,0.731,9.54010684372225e-05,0.7323,0.000503703315907728,0.000985811040517966
"4","maxheight.CWM",3.57924528986833e-06,0.81868,4.18019977522952e-06,0.84328,5.54783019929591e-05,6.47930965160575e-05
"5","SLA.CWM",0.0166307933471812,0.36728,0.0072052268221407,0.57782,0.0626989427313425,0.0319088616409088
"6","FunRao",0.00819132219270163,0.42754,0.00591215422353488,0.53949,0.0362758554248215,0.0319088616409088
"7","simpson",0.026165552175059,0.32617,0.0303295068205396,0.35045,0.0811132117426831,0.0940214711436728
"8","nbsp",0.0182029188574865,0.35925,0.0225834002161401,0.36968,0.0626989427313425,0.0777872674111493
"9","FRic",0.00431043425522803,0.47792,0.00168426113410573,0.646,0.0283630928509869,0.0130530237893194
"10","CVAnnHSNum",0.00641693875242032,0.44717,0.00890610554416954,0.44765,0.0331541835541717,0.034511158983657
