"","metric","pval.linear","r2.linear","pval.quad","r2.quad"
"1","flowering.period.CWM",0.0117057100477229,0.39778,0.0120881700710911,0.45242
"2","FEve",1.55948162942527e-204,1,4.10853933146915e-190,1
