"","metric","pval.linear","r2.linear","pval.quad","r2.quad"
"1","flowering.CXWM",0.0421092757341905,0.28096,0.0262977537014889,0.47431
"2","RaoQ",0.0423090681840581,0.2805,0.0446159379375337,0.3305
"3","FEve",2.69283093388461e-203,1,2.64476770892802e-189,1
"4","FDis",0.0236473808995848,0.33552,0.0290399906437748,0.34456
